"State","County","NUM_LICENSED_BEDS","Population with public coverage","Percent of pop w/no health insurance","margin of error","PopEstimate2018","Heart Disease Mortality","adjusted_beds","inquiry1","inquiry2"
"TX","Camp",25,4746,16.6,2.7,13033,432.5,191.820762679352,2.254709,26.0542168674699
"TX","Carson",NA,1437,11.4,2.9,6005,421.4,NA,NA,36.9649122807018
"TX","Cass",NA,11986,15.4,1.8,30119,460.9,NA,NA,29.9285714285714
"TX","Castro",17,2893,26.1,4.2,7665,376.3,221.787345075016,1.69667029411765,14.4176245210728
"TX","Chambers",14,9562,14.3,2.7,42454,402.3,32.9768690818297,12.1994601428571,28.1328671328671
"TX","Cherokee",385,19786,18.8,1.7,52592,478,732.050501977487,0.652960415584416,25.4255319148936
"TX","Childress",39,1841,17.1,5.4,7291,411.9,534.906048553011,0.770041769230769,24.0877192982456
"TX","Clay",25,3970,13.9,2.3,10456,344,239.097169089518,1.4387456,24.7482014388489
"TX","Cochran",18,1018,28,4.3,2836,389.8,634.696755994358,0.614151555555556,13.9214285714286
"TX","Coke",NA,1208,13,3.9,3370,341.2,NA,NA,26.2461538461538
"TX","Coleman",25,3383,23,3.7,8397,405.7,297.72537811123,1.36266516,17.6391304347826
"TX","Collin",2692,153370,10.4,0.4,1005146,237.2,267.821789073428,0.885663563150074,22.8076923076923
"TX","Collingsworth",13,1222,22.6,6.4,2962,438.4,438.892640108035,0.998877538461538,19.3982300884956
"TX","Colorado",65,6868,13.6,2.3,21217,401.1,306.358109063487,1.30925210769231,29.4926470588235
"TX","Comal",208,38832,12.3,0.9,148373,313.7,140.187230830407,2.23772163942308,25.5040650406504
"TX","Comanche",25,5122,18.1,3,13534,407,184.719964533767,2.2033352,22.4861878453039
"TX","Concho",16,1028,17.1,5.6,4276,338.8,374.181478016838,0.905443,19.812865497076
"TX","Cooke",78,12832,14.9,1.7,40574,320.1,192.241336816681,1.66509453846154,21.4832214765101
"TX","Coryell",25,18655,9.9,1.2,74808,364.3,33.4188856806759,10.90102176,36.7979797979798
"TX","Cottle",NA,956,13.6,4.5,1389,361.3,NA,NA,26.5661764705882
"TX","Crane",25,1013,16.1,4.7,4794,361.6,521.485189820609,0.69340416,22.4596273291925
"TX","Crockett",NA,910,15.2,6,3499,473.2,NA,NA,31.1315789473684
"TX","Crosby",2,2446,20.4,2.8,5779,401.7,34.6080636788372,11.6071215,19.6911764705882
"TX","Culberson",14,820,20.7,5.8,2204,322.8,635.208711433757,0.508179428571429,15.5942028985507
"TX","Dallam",NA,1856,24.9,6.4,7200,359.8,NA,NA,14.4497991967872
"TX","Dallas",8320,760531,21,0.3,2637772,319.2,315.417708581333,1.01199137307692,15.2
"TX","Dawson",21,4642,15.4,2.4,12619,335.9,166.41572232348,2.0184390952381,21.8116883116883
"TX","Deaf Smith",42,5966,20.4,3,18760,367.4,223.880597014925,1.64105333333333,18.0098039215686
"TX","Delta",NA,2071,15.2,3,5349,472.6,NA,NA,31.0921052631579
"TX","Denton",1443,139994,11.5,0.5,859064,236.7,167.973515360904,1.40915071933472,20.5826086956522
"TX","DeWitt",49,6600,13,2,20187,355.9,242.730470104523,1.46623536734694,27.3769230769231
"TX","Dickens",NA,886,18.8,5.1,2249,344.1,NA,NA,18.3031914893617
"TX","Dimmit",25,4897,22.2,5.1,10308,308.3,242.530073729142,1.27118256,13.8873873873874
"TX","Donley",NA,1157,15.4,2.9,3319,442.3,NA,NA,28.7207792207792
"TX","Duval",NA,5071,24.5,3.7,11212,378.2,NA,NA,15.4367346938776
"TX","Eastland",52,7858,16.2,2.6,18322,392.2,283.811810937671,1.38190161538462,24.2098765432099
"TX","Ector",638,38448,21.5,1.4,162124,412.7,393.525943105277,1.04872374294671,19.1953488372093
"TX","Edwards",NA,1183,12.3,5.6,1928,326.9,NA,NA,26.5772357723577
"TX","El Paso",2598,278278,20.7,0.5,840758,276.9,309.006872369933,0.896096575057737,13.3768115942029
"TX","Ellis",189,42252,15.2,0.8,179436,338.9,105.330034106868,3.21750584126984,22.2960526315789
"TX","Erath",98,10469,17.8,2.2,42446,387.5,230.881590727041,1.67834948979592,21.7696629213483
"TX","Falls",36,6361,16.9,2.9,17335,369.2,207.672339198154,1.77780055555556,21.8461538461538
"TX","Fannin",19,11381,16,1.7,35286,511,53.8457178484385,9.49007684210526,31.9375
"TX","Fayette",65,8205,10.8,1.9,25349,364,256.420371612292,1.419544,33.7037037037037
"TX","Fisher",14,1406,15.4,3.6,3839,390,364.678301641052,1.06943571428571,25.3246753246753
"TX","Floyd",25,2269,22.4,3.7,5837,384.3,428.302210039404,0.89726364,17.15625
"TX","Foard",NA,538,13.3,5.6,1200,367.6,NA,NA,27.6390977443609
"TX","Fort Bend",1169,139849,11.1,0.5,787858,239.1,148.376991792937,1.61143582378101,21.5405405405405
"TX","Franklin",NA,3673,16.6,4.3,10766,440.1,NA,NA,26.5120481927711
"TX","Freestone",37,6991,15.7,2.5,19808,392.1,186.793214862682,2.09911264864865,24.9745222929936
"TX","Frio",22,6172,22,3.6,19816,392.6,111.021396851029,3.53625527272727,17.8454545454545
"TX","Gaines",33,4751,31.7,3.9,20901,387.8,157.887182431463,2.45618418181818,12.2334384858044
"TX","Galveston",815,86982,14.2,0.8,337890,330,241.202758294119,1.36814355828221,23.2394366197183
"TX","Garza",NA,1684,17.5,4.4,6578,383.7,NA,NA,21.9257142857143
"TX","Gillespie",84,9813,18.8,2.6,26804,288.3,313.386061781824,0.919951571428571,15.3351063829787
"TX","Glasscock",NA,233,20.3,9.8,1388,356.6,NA,NA,17.5665024630542
"TX","Goliad",NA,2647,10.7,3.3,7584,370.2,NA,NA,34.5981308411215
"TX","Gonzales",33,7731,19.9,2.1,20826,335.4,158.455776433305,2.11667890909091,16.8542713567839
"TX","Gray",109,7532,18.1,2.2,21895,452,497.830554921215,0.907939449541284,24.9723756906077
"TX","Grayson",676,41729,16.9,1,133991,352.6,504.511497040846,0.698893884615385,20.8639053254438
"TX","Gregg",741,40044,19,1.2,123707,429.5,598.996014776852,0.717033151147099,22.6052631578947
"TX","Grimes",25,9388,13.7,1.9,28360,365.4,88.1523272214387,4.1450976,26.6715328467153
"TX","Guadalupe",153,41595,11.5,0.9,163694,315.8,93.4670788177942,3.37872975163399,27.4608695652174
"TX","Hale",88,10678,19.1,2,33830,400.5,260.124150162578,1.53964943181818,20.9685863874346
"TX","Hall",NA,1393,25.6,3.9,3028,385.4,NA,NA,15.0546875
"TX","Hamilton",25,3273,17.5,4,8484,358.7,294.672324375295,1.21728432,20.4971428571429
"TX","Hansford",14,1398,19.7,5.1,5463,403,256.269449020685,1.57256357142857,20.4568527918782
"TX","Hardeman",24,1611,15.8,3.2,3922,389.9,611.932687404386,0.637161583333333,24.6772151898734
"TX","Hardin",0,16535,14.8,2,57207,456.4,0,Inf,30.8378378378378
"TX","Harris",15732,1294937,20.2,0.2,4698619,310.5,334.821784869129,0.927359013157895,15.3712871287129
"TX","Harrison",149,21476,14.9,1.3,66726,394.2,223.30126187693,1.76532813422819,26.4563758389262
"TX","Hartley",21,1265,16.9,3.6,5619,375.7,373.731980779498,1.00526585714286,22.2307692307692
"TX","Haskell",25,2341,19.3,3.5,5813,388.8,430.070531567177,0.90403776,20.1450777202073
"TX","Hays",411,41615,14,1.2,222631,261.1,184.610409152364,1.41432978345499,18.65
"TX","Hemphill",26,1076,26.9,7.2,3825,442,679.738562091503,0.65025,16.4312267657993
"TX","Henderson",127,32678,18.7,1.2,82299,505.6,154.315362276577,3.27640743307087,27.0374331550802
"TX","Hidalgo",1421,315557,30.5,0.7,865939,278.7,164.099318774186,1.69836171217452,9.13770491803279
"TX","Hill",25,13269,16.2,1.5,36354,372.6,68.7682235792485,5.41820016,23
"TX","Hockley",48,7421,18.4,1.8,22980,360.2,208.8772845953,1.7244575,19.5760869565217
"TX","Hood",73,20217,15.3,1.6,60537,309,120.587409352958,2.56245657534247,20.1960784313725
"TX","Hopkins",96,12601,18.4,1.4,36810,445.5,260.79869600652,1.7082140625,24.2119565217391
"TX","Houston",25,8352,15,1.9,23169,439.4,107.902801156718,4.07218344,29.2933333333333
"TX","Howard",290,10082,17.4,1.8,36459,623.1,795.41402671494,0.783365617241379,35.8103448275862
"TX","Hudspeth",NA,1620,23.4,5.3,4795,280.1,NA,NA,11.9700854700855
"TX","Hunt",221,31012,17,1.4,96493,439.3,229.032157773103,1.91807126244344,25.8411764705882
"TX","Hutchinson",25,7558,17.3,1.9,21198,557.7,117.93565430701,4.72884984,32.2369942196532
"TX","Irion",NA,398,13.9,5.9,1522,341.3,NA,NA,24.5539568345324
"TX","Jack",17,2637,17.4,2.8,8843,416,192.242451656678,2.16393411764706,23.9080459770115
"TX","Jackson",25,4568,15.8,3.4,14874,418.7,168.078526287482,2.49109752,26.5
"TX","Jasper",59,13936,16.7,2.6,35872,458.6,164.473684210526,2.788288,27.4610778443114
"TX","Jeff Davis",NA,998,13.6,6.9,2252,234.3,NA,NA,17.2279411764706
"TX","Jefferson",1198,80870,20.5,0.7,255001,462.4,469.802079207533,0.984244260434057,22.5560975609756
"TX","Jim Hogg",NA,2389,18.8,5,5248,300.9,NA,NA,16.0053191489362
"TX","Jim Wells",135,14047,18.4,2.4,40822,504.8,330.704032139533,1.52644041481481,27.4347826086957
"TX","Johnson",137,42973,16.1,1,171361,386.5,79.9481795741155,4.83438149635037,24.0062111801242
"TX","Jones",45,5493,13.9,2.8,19817,410.5,227.077761517889,1.80775077777778,29.5323741007194
"TX","Karnes",25,4353,13.9,2.8,15650,421.8,159.744408945687,2.640468,30.3453237410072
"TX","Kaufman",379,32365,15.1,1.3,128622,429.6,294.661877439318,1.45794224802111,28.4503311258278
"TX","Kendall",NA,11739,9.2,1.5,45641,320.7,NA,NA,34.8586956521739
"TX","Kenedy",NA,276,21.5,10.4,442,301.1,NA,NA,14.0046511627907
"TX","Kent",NA,245,5.5,3.9,726,338.8,NA,NA,61.6
"TX","Kerr",568,22022,15.9,1.5,52405,290.9,1083.86604331648,0.268391100352113,18.2955974842767
"TX","Kimble",15,1890,23,5.2,4362,336.3,343.878954607978,0.9779604,14.6217391304348
"TX","King",NA,73,7.9,7,277,356.2,NA,NA,45.0886075949367
"TX","Kinney",NA,1586,14.6,5,3767,319.4,NA,NA,21.8767123287671
"TX","Kleberg",96,11055,17.3,2.4,31129,480.4,308.3941019628,1.55774704166667,27.7687861271676
"TX","Knox",25,1452,15.8,3.4,3653,380.3,684.369011771147,0.55569436,24.0696202531646
"TX","La Salle",NA,2035,25.1,6.7,7531,346.6,NA,NA,13.808764940239
"TX","Lamar",154,19037,17.2,1.4,49728,482,309.684684684685,1.55642181818182,28.0232558139535
"TX","Lamb",75,4833,23,2.6,13158,389.9,569.99544003648,0.68404056,16.9521739130435
"TX","Lampasas",25,7502,14.8,2.1,21229,287.2,117.76343680814,2.43878752,19.4054054054054
"TX","Lavaca",48,6348,11.2,1.6,20110,362.3,238.687220288414,1.51788604166667,32.3482142857143
"TX","Lee",NA,5353,12.7,2.2,17144,324.4,NA,NA,25.5433070866142
"TX","Leon",NA,7052,18,2.7,17270,330.8,NA,NA,18.3777777777778
"TX","Liberty",41,26179,19,1.5,86323,518.6,47.4960323436396,10.9188067804878,27.2947368421053
"TX","Limestone",78,9453,20.8,2,23519,394.2,331.646753688507,1.18861407692308,18.9519230769231
"TX","Lipscomb",NA,903,19,3.2,3355,465.9,NA,NA,24.5210526315789
"TX","Live Oak",NA,3721,19.2,3.8,12166,336.2,NA,NA,17.5104166666667
"TX","Llano",27,9925,16.8,2.1,21646,278.3,124.734362006837,2.23114140740741,16.5654761904762
"TX","Loving",NA,25,10.8,13.6,152,425.6,NA,NA,39.4074074074074
"TX","Lubbock",2115,85161,13.5,0.7,307412,395,688.001769612117,0.574126430260047,29.2592592592593
"TX","Lynn",24,2261,17.5,3.1,5877,384.6,408.371618172537,0.94178925,21.9771428571429
"TX","Madison",25,3820,14.3,2.9,14422,386.9,173.34627652198,2.23194872,27.0559440559441
"TX","Marion",NA,4726,12.4,2.4,9928,423.6,NA,NA,34.1612903225806
"TX","Martin",18,1230,12.6,3.8,5753,381.6,312.880236398401,1.219636,30.2857142857143
"TX","Mason",NA,1584,20.3,5.2,4280,284.4,NA,NA,14.0098522167488
"TX","Matagorda",75,13234,19.6,2.3,36552,403.9,205.187130663165,1.96844704,20.6071428571429
"TX","Maverick",101,19871,30.1,2.4,58485,317.9,172.693853124733,1.84082985148515,10.5614617940199
"TX","McCulloch",25,2929,18.4,3.8,7987,375.3,313.008639038437,1.19900844,20.3967391304348
"TX","McLennan",677,77096,15.1,0.8,254607,342.4,265.899994894092,1.28770216838996,22.6754966887417
"TX","McMullen",NA,210,12.2,6.8,749,305.8,NA,NA,25.0655737704918
"TX","Medina",25,14981,13.3,2.2,50921,353.9,49.0956579800082,7.20837676,26.609022556391
"TX","Menard",NA,775,31.4,6.8,2139,342.1,NA,NA,10.8949044585987
"TX","Midland",616,31960,17.5,1.4,172578,347.8,356.940050296098,0.974393318181818,19.8742857142857
"TX","Milam",NA,9389,13.4,2,25131,345.3,NA,NA,25.7686567164179
"TX","Mills",NA,1818,20.7,5.3,4921,331.6,NA,NA,16.0193236714976
"TX","Mitchell",25,2177,14.1,4.8,8145,390.8,306.936771025169,1.2732264,27.7163120567376
"TX","Montague",22,6469,19.5,2.9,19596,404.6,112.267809757093,3.60388254545455,20.7487179487179
"TX","Montgomery",1710,133016,14.3,0.6,590925,322.4,289.37682447011,1.11411824561404,22.5454545454545
"TX","Moore",25,5471,16.6,2.9,21485,410.7,116.360251338143,3.5295558,24.7409638554217
"TX","Morris",NA,4617,14.5,2.6,12339,466.1,NA,NA,32.1448275862069
"TX","Motley",NA,609,20.4,5.4,1234,301.5,NA,NA,14.7794117647059
"TX","Nacogdoches",392,20424,18.9,1.7,65711,339.3,596.55156670877,0.56876893622449,17.952380952381
"TX","Navarro",162,17529,17.4,1.4,49565,405.1,326.843538787451,1.23943095679012,23.2816091954023
"TX","Newton",NA,5473,16.5,3.3,13746,547.8,NA,NA,33.2
"TX","Nolan",86,5179,17.3,2.8,14751,402.9,583.011321266355,0.691067197674419,23.2890173410405
"TX","Nueces",1356,119691,17,0.6,362265,306.8,374.311622707134,0.819637920353982,18.0470588235294
"TX","Ochiltree",25,2288,20.9,4.1,9947,550.7,251.332059917563,2.19112516,26.3492822966507
"TX","Oldham",NA,434,10.8,4.2,2131,357.9,NA,NA,33.1388888888889
"TX","Orange",NA,27767,15.4,1,83572,540.1,NA,NA,35.0714285714286
"TX","Palo Pinto",74,10934,18.6,2.2,28875,452.9,256.277056277056,1.76722804054054,24.3494623655914
"TX","Panola",42,8458,17.4,2.3,23148,370,181.441161223432,2.03922857142857,21.264367816092
"TX","Parker",129,34717,13.9,1,138371,313.9,93.2276271762147,3.36702766666667,22.5827338129496
"TX","Parmer",25,3015,20.5,3.1,9864,373.2,253.446877534469,1.47249792,18.2048780487805
"TX","Pecos",39,3966,20.3,3.7,15673,296.4,248.835577107127,1.191148,14.6009852216749
"TX","Polk",66,17889,18.4,1.5,50031,501.7,131.91821070936,3.80311404545455,27.2663043478261
"TX","Potter",974,37609,21.7,1.2,119648,484.1,814.054560042792,0.594677585215606,22.3087557603687
"TX","Presidio",NA,2903,30,6.4,6948,214.5,NA,NA,7.15
"TX","Rains",NA,4688,20.1,3.7,12159,443.1,NA,NA,22.044776119403
"TX","Randall",NA,33372,10.7,1.1,136271,377.5,NA,NA,35.2803738317757
"TX","Reagan",7,634,24.7,5.7,3741,360.4,187.115744453355,1.92608057142857,14.5910931174089
"TX","Real",NA,1560,27.6,7.1,3478,361.5,NA,NA,13.0978260869565
"TX","Red River",NA,5109,14.5,2.5,12175,494.9,NA,NA,34.1310344827586
"TX","Reeves",25,3585,20.5,3.5,15695,391.6,159.286396941701,2.4584648,19.1024390243902
"TX","Refugio",20,2855,15.9,3,7032,356.2,284.414106939704,1.2523992,22.4025157232704
"TX","Roberts",NA,278,8.2,3.6,903,485.2,NA,NA,59.1707317073171
"TX","Robertson",NA,5937,15,2.2,17284,461.7,NA,NA,30.78
"TX","Rockwall",245,17178,11.2,1.2,100657,308.3,243.400856373625,1.26663482040816,27.5267857142857
"TX","Runnels",50,3766,15.6,2.4,10234,377.4,488.567520031268,0.77246232,24.1923076923077
"TX","Rusk",96,16142,19.3,1.6,54450,427.7,176.308539944904,2.4258609375,22.160621761658
"TX","Sabine",25,5390,14.6,3,10589,462.3,236.094059873454,1.95811788,31.6643835616438
"TX","San Augustine",18,3804,15.4,2.9,8232,356,218.65889212828,1.62810666666667,23.1168831168831
"TX","San Jacinto",NA,12743,19.6,2.6,28719,390.5,NA,NA,19.9234693877551
"TX","San Patricio",NA,21923,17.4,1.4,66893,338.5,NA,NA,19.4540229885057
"TX","San Saba",NA,2203,19,3.2,6054,310.5,NA,NA,16.3421052631579
"TX","Schleicher",14,689,21.1,6.4,2895,326.4,483.592400690846,0.674948571428571,15.4691943127962
"TX","Scurry",25,4647,15.3,3.3,16866,320.4,148.227202656231,2.16154656,20.9411764705882
"TX","Shackelford",NA,1135,12.9,4.1,3253,385.5,NA,NA,29.8837209302326
"TX","Shelby",NA,9356,24.4,3.2,25418,402.3,NA,NA,16.4877049180328
"TX","Sherman",NA,738,19.7,4.9,3079,421.7,NA,NA,21.4060913705584
"TX","Smith",1744,73592,17.2,0.8,230221,457.3,757.532979180874,0.603670087729358,26.5872093023256
"TX","Somervell",16,2679,17.1,5.9,9016,316,177.462289263532,1.78066,18.4795321637427
"TX","Starr",48,27426,33.4,1.9,64525,301.6,74.3897714064316,4.05432083333333,9.02994011976048
"TX","Stephens",40,3359,20.9,3.4,9433,430.4,424.043252411746,1.0149908,20.5933014354067
"TX","Sterling",NA,316,20.2,4.6,1311,414.7,NA,NA,20.529702970297
"TX","Stonewall",20,558,14.8,5.9,1362,365.8,1468.42878120411,0.2491098,24.7162162162162
"TX","Sutton",12,1026,17.6,5.7,3758,328.2,319.318786588611,1.027813,18.6477272727273
"TX","Swisher",20,2847,18.9,3.9,7462,377.5,268.024658268561,1.4084525,19.973544973545
"TX","Tarrant",6677,521057,16.3,0.3,2084931,308.6,320.250406368364,0.963620947431481,18.9325153374233
"TX","Taylor",977,41115,13.5,0.8,137640,410.9,709.822725951758,0.57887692937564,30.437037037037
"TX","Terrell",NA,357,15.4,9.6,823,297.6,NA,NA,19.3246753246753
"TX","Terry",45,4396,22.4,4.9,12287,434.7,366.240742247904,1.1869242,19.40625
"TX","Throckmorton",14,586,17.4,6,1515,398.4,924.092409240924,0.431125714285714,22.8965517241379
"TX","Titus",174,11305,18.2,2,33033,420.4,526.745981291436,0.798107655172414,23.0989010989011
"TX","Tom Green",584,34164,15.1,1.1,118189,335.1,494.123818629483,0.678170101027397,22.1920529801325
"TX","Travis",3136,254152,13.5,0.4,1248743,224.2,251.132538881099,0.892755677933673,16.6074074074074
"TX","Trinity",NA,6900,20.3,3,14740,489.1,NA,NA,24.0935960591133
"TX","Tyler",49,8536,15,2,21696,463.9,225.84808259587,2.05403559183673,30.9266666666667
"TX","Upshur",NA,13276,16.9,2,41260,446.9,NA,NA,26.4437869822485
"TX","Upton",29,933,12.9,3.5,3671,395.8,789.975483519477,0.501028206896552,30.6821705426357
"TX","Uvalde",25,10120,21.3,3.3,26846,345.8,93.1237428294718,3.71333872,16.2347417840376
"TX","Val Verde",93,16463,18.6,2.1,49208,345.8,188.99365956755,1.82969101075269,18.5913978494624
"TX","Van Zandt",NA,20363,17.2,1.7,56019,445.5,NA,NA,25.9011627906977
"TX","Victoria",627,28877,15.8,1.4,92035,347.1,681.262563155321,0.50949519138756,21.9683544303797
"TX","Walker",123,14108,13.4,1.6,72480,321.2,169.701986754967,1.89272975609756,23.9701492537313
"TX","Waller",NA,13242,20,2.1,53126,338.8,NA,NA,16.94
"TX","Ward",25,3169,17.7,2.7,11720,432.8,213.310580204778,2.0289664,24.4519774011299
"TX","Washington",60,11810,11.6,1.6,35108,257.4,170.901219095363,1.5061332,22.1896551724138
"TX","Webb",557,97148,28.1,1,275910,288.3,201.877423797615,1.42809430879713,10.2597864768683
"TX","Wharton",94,13888,18.2,2,41619,407.8,225.858381988995,1.80555619148936,22.4065934065934
"TX","Wheeler",41,1683,19.7,3.4,5191,427.8,789.828549412445,0.541636536585366,21.7157360406091
"TX","Wichita",840,40658,13.8,1,132064,361,636.055245941362,0.567560761904762,26.1594202898551
"TX","Wilbarger",28,4777,14.3,2.7,12820,369.1,218.408736349454,1.68995071428571,25.8111888111888
"TX","Willacy",NA,9056,28.1,2.6,21515,286.1,NA,NA,10.1814946619217
"TX","Williamson",971,110149,9.4,0.5,566719,236.8,171.337117689719,1.38207064057673,25.1914893617021
"TX","Wilson",44,13554,14.3,1.5,50224,321.7,87.6075183179356,3.67205927272727,22.4965034965035
"TX","Winkler",19,1974,21.5,4.5,7720,434.7,246.113989637306,1.76625473684211,20.2186046511628
"TX","Wise",99,18246,17.8,1.4,68305,385.9,144.938145084547,2.6625151010101,21.6797752808989
"TX","Wood",50,18512,13.7,1.5,45129,449.4,110.79350306898,4.05619452,32.8029197080292
"TX","Yoakum",24,2076,22.4,5.6,8591,395.9,279.362123152136,1.41715704166667,17.6741071428571
"TX","Young",50,6048,18.6,2.7,18045,444.9,277.08506511499,1.6056441,23.9193548387097
"TX","Zapata",NA,6540,29.3,3.4,14190,292.5,NA,NA,9.98293515358362
"TX","Zavala",NA,6018,18.4,3,11983,416.6,NA,NA,22.6413043478261
"UT","Beaver",72,1505,12.1,3.7,6580,330,1094.22492401216,0.301583333333333,27.2727272727273
"UT","Box Elder",74,11744,7.5,1.1,54950,347.8,134.66787989081,2.58265,46.3733333333333
"UT","Cache",168,23787,7.4,0.7,127068,288.6,132.212673529134,2.18284671428571,39
"UT","Carbon",39,6363,10.6,1.8,20269,412.4,192.41205782229,2.14331682051282,38.9056603773585
"UT","Daggett",NA,121,2.8,2.1,980,275.3,NA,NA,98.3214285714286
"UT","Davis",433,62701,6.3,0.4,351713,302,123.111741675741,2.45305602771363,47.9365079365079
"UT","Duchesne",49,4890,14.9,1.5,19964,312.6,245.441795231417,1.27362171428571,20.9798657718121
"UT","Emery",NA,2964,9.8,2.4,10014,412.9,NA,NA,42.1326530612245
"UT","Garfield",36,1344,16.2,3.9,5080,316.7,708.661417322835,0.446898888888889,19.5493827160494
"UT","Grand",17,3064,16.2,4.3,9764,264.8,174.108971732896,1.52088658823529,16.3456790123457
"UT","Iron",48,15081,12.7,1.8,52775,252.1,90.9521553765988,2.77178697916667,19.8503937007874
"UT","Juab",25,2499,12.1,2.5,11555,300.2,216.356555603635,1.3875244,24.8099173553719
"UT","Kane",25,2481,14.3,3.2,7709,300.1,324.296277078739,0.92538836,20.986013986014
"UT","Millard",37,3354,14.9,3.1,13006,252.1,284.484084268799,0.886165567567568,16.9194630872483
"UT","Morgan",NA,1990,6.1,2,12045,300,NA,NA,49.1803278688525
"UT","Piute",NA,774,22.2,6,1445,337,NA,NA,15.1801801801802
"UT","Rich",NA,755,12.5,5.4,2464,288.1,NA,NA,23.048
"UT","Salt Lake",3366,226833,11.3,0.4,1152633,286,292.02703722694,0.97936137254902,25.3097345132743
